neural_belief1,neural_belief2,action,location,color 1,color 2
0.06913503243677313,0.11630792495949432,1.0,1.0,4.0,3.0
0.012223064569636377,0.4895860058553695,0.0,0.0,3.0,2.0
0.064538067319162,0.6122081572373812,0.0,0.0,3.0,1.0
0.3252849399080854,0.4853482475250462,0.0,0.0,2.0,3.0
0.6870289333235023,0.4399210419314205,1.0,0.0,0.0,3.0
0.7666503684615117,0.3736514103469156,0.0,0.0,1.0,3.0
0.931806351097328,0.21036639288118425,0.0,0.0,0.0,4.0
0.828409800464011,0.20127841327934295,1.0,0.0,2.0,3.0
0.6391546801277064,0.18228600934934244,0.0,0.0,3.0,3.0
0.6687773820312496,0.0970100421404429,0.0,0.0,2.0,4.0
0.396207481321332,0.012498191080457244,0.0,0.0,4.0,4.0
0.3857026362606524,0.3796519868395105,0.0,0.0,3.0,0.0
0.6140892708931867,0.3668655343837932,0.0,0.0,1.0,3.0
0.6369063256758579,0.5732636751539898,0.0,0.0,2.0,1.0
0.5264346614694818,0.6196015553145122,0.0,0.0,3.0,2.0
0.5802202156194304,0.7528718523005259,4.0,0.0,2.0,1.0
0.6021265168386152,0.7170618457828369,0.0,0.0,2.0,2.0
0.641268799155325,0.8719379915069375,0.0,0.0,2.0,1.0
0.5426726457685396,0.7091609168314952,3.0,0.0,3.0,3.0
0.6046320769529155,0.74594078010582,4.0,2.0,2.0,2.0
0.6067320380945639,0.12896119142943532,1.0,2.0,2.0,2.0
0.6256677168851347,0.09218804775431098,0.0,0.0,2.0,3.0
0.5463267468169529,0.3545354638141095,4.0,0.0,3.0,1.0
0.6022267906383045,0.4177859104921264,0.0,0.0,2.0,2.0
0.6232813509714932,0.6245100226931665,0.0,0.0,2.0,1.0
0.8738789951012431,0.7695923150491011,0.0,0.0,0.0,1.0
0.9282727535021544,0.5226888610366347,1.0,0.0,1.0,4.0
0.9354077110838692,0.5477362415099633,0.0,0.0,1.0,2.0
0.9722286995221971,0.3518656622658439,0.0,0.0,1.0,4.0
0.8698285850743905,0.2985267784055797,0.0,0.0,2.0,3.0
0.8176250144813967,0.12556562410001562,1.0,0.0,2.0,4.0
0.7821891086786312,0.2995417189949216,1.0,0.0,2.0,2.0
0.9536322880818856,0.3881784839095192,0.0,0.0,0.0,2.0
0.7206985678124865,0.5060447621039437,0.0,0.0,3.0,2.0
0.9059582703542516,0.6450515426706729,1.0,0.0,0.0,1.0
0.8396820219176259,0.6696974560108164,0.0,0.0,2.0,2.0
0.983051224615857,0.5537057800410844,0.0,0.0,0.0,3.0
0.744954980094735,0.35459209055409163,0.0,0.0,3.0,4.0
0.5926054927992251,0.3964259782708736,4.0,0.0,3.0,2.0
0.6221831612618918,0.5854891663837426,1.0,0.0,2.0,1.0
0.6536956779751933,0.7652414513017936,3.0,0.0,2.0,1.0
0.5467558349101654,0.7500246328121274,4.0,2.0,3.0,2.0
0.6912402066713762,0.1415952286157048,2.0,2.0,1.0,2.0
0.8686824832710176,0.11515957800077024,1.0,0.0,0.0,3.0
0.9422675861944128,0.15793002395714195,0.0,0.0,1.0,3.0
0.7191040417454967,0.1261964744743371,0.0,0.0,3.0,3.0
0.9030533586047752,0.41220189772886384,0.0,0.0,0.0,1.0
0.5626665339350667,0.5874616238922705,1.0,0.0,4.0,1.0
0.7310198574020493,0.7464760778147441,4.0,0.0,1.0,1.0
0.8136441112048627,0.9112905228159476,0.0,0.0,1.0,0.0
0.9302804853444124,0.913632903299576,0.0,0.0,0.0,2.0
0.9697698911348864,0.7371907650045493,3.0,0.0,1.0,3.0
0.7304749147556481,0.7291972459478442,4.0,2.0,3.0,2.0
0.8082959740272491,0.10152288587869453,0.0,2.0,1.0,3.0
0.8782059401243156,0.2508664659023405,0.0,2.0,1.0,1.0
0.8491419764587241,0.412074147332494,1.0,2.0,1.0,2.0
0.8330398271213899,0.487284954453578,0.0,0.0,2.0,1.0
0.9309354293065516,0.8552002703593269,0.0,0.0,0.0,0.0
0.8601743659928704,0.9152778137498736,2.0,0.0,2.0,1.0
0.8802579797003691,0.7547045860618793,4.0,1.0,1.0,3.0
0.2884224327223696,0.7468655101191382,1.0,1.0,0.0,2.0
0.27311968908490025,0.8771841574730308,3.0,0.0,3.0,1.0
0.6311387988594163,0.6871671288635228,4.0,2.0,0.0,3.0
0.5670645990235875,0.027604981392147617,2.0,2.0,3.0,2.0
0.6556646663098987,0.17280210947037336,0.0,0.0,2.0,2.0
0.6493355477853,0.20580896910050253,0.0,0.0,2.0,3.0
0.7635650264587518,0.209543887186014,0.0,0.0,1.0,3.0
0.8356039589006126,0.21584021428056768,4.0,0.0,1.0,3.0
0.7929861614531561,0.24419525525943545,4.0,0.0,2.0,3.0
0.5383609579993326,0.41578497944468734,0.0,0.0,4.0,2.0
0.6533844606843805,0.4605520010034953,0.0,0.0,1.0,2.0
0.6900045656545299,0.4958988422447537,0.0,0.0,2.0,2.0
0.6885409369715992,0.3030650601238336,0.0,0.0,2.0,4.0
0.5664964600656069,0.3812308083383922,0.0,0.0,3.0,2.0
0.6169892355214004,0.3309825055192009,0.0,0.0,2.0,3.0
0.6341698614115026,0.16787173146061793,0.0,0.0,2.0,4.0
0.8597187879924876,0.19238895497485314,0.0,0.0,0.0,3.0
0.7931496037725377,0.07208893935710302,4.0,0.0,2.0,4.0
0.6589630032205304,0.28262119495449145,0.0,0.0,3.0,2.0
0.7277146568272849,0.391630677576198,0.0,0.0,1.0,2.0
0.6114497834274011,0.586837694623412,0.0,0.0,3.0,1.0
0.8349058669074532,0.4925196671407939,0.0,0.0,0.0,3.0
0.8831891115736948,0.3952844303193366,0.0,0.0,1.0,3.0
0.8334031055630144,0.6878218272227462,3.0,0.0,2.0,0.0
0.8878641530196145,0.6216984308192497,3.0,2.0,1.0,3.0
0.9860710141958972,0.5647302084824001,4.0,2.0,1.0,3.0
0.9437331107377068,0.1332546883087523,2.0,2.0,1.0,4.0
0.8545759217360109,0.06732533445731759,0.0,0.0,2.0,3.0
0.6599613667326879,0.11153843639965176,1.0,0.0,3.0,3.0
0.7948847707955689,0.26539391728167794,1.0,0.0,1.0,2.0
0.8758652084285642,0.4904057016080592,0.0,0.0,1.0,1.0
0.825314030964076,0.7802540534828062,0.0,0.0,2.0,0.0
0.8741263295348328,0.8807785386392621,0.0,0.0,1.0,1.0
0.90665823560741,0.8261955431376891,0.0,0.0,1.0,2.0
0.9440231288047288,0.8381438924515057,0.0,0.0,1.0,2.0
0.8638620297850703,0.8221346896343382,1.0,0.0,2.0,2.0
0.9109817483323333,0.8035707668964833,2.0,0.0,1.0,2.0
1.043949197137334,0.5195473193019513,4.0,1.0,0.0,4.0
0.0527718275961743,0.6924371859432373,3.0,1.0,3.0,1.0
0.14240872752665526,0.6200867641053778,1.0,0.0,3.0,3.0
0.3535745966203133,0.5112050943886667,1.0,0.0,2.0,3.0
0.2508623671892584,0.438875344830914,0.0,0.0,4.0,3.0
0.41332022345664177,0.5024644772153292,0.0,0.0,2.0,2.0
0.6021663247263538,0.690108033842719,0.0,0.0,1.0,1.0
0.6390749162977392,0.8952191158233459,3.0,0.0,2.0,0.0
0.8470877434728906,0.8586731913758184,4.0,2.0,0.0,2.0
0.7878372393764108,0.03609770439893956,1.0,2.0,2.0,2.0
0.8842196819119533,0.25008167389335645,0.0,0.0,1.0,1.0
0.8131656238557741,0.3828265332871485,0.0,0.0,2.0,2.0
0.7618916296994355,0.3328512714476144,0.0,0.0,2.0,3.0
0.5964004469944264,0.4167633231064768,0.0,0.0,3.0,2.0
0.5164072066937011,0.632796072460557,0.0,0.0,3.0,1.0
0.6773056567568463,0.7627829634408471,4.0,0.0,1.0,1.0
0.6794376633556845,0.7228380641913469,0.0,0.0,2.0,2.0
0.6844316581498141,0.7608418092670759,0.0,0.0,2.0,2.0
0.8002707146819594,0.7400261763269921,0.0,0.0,1.0,2.0
0.7616323105687092,0.7510725281095831,0.0,0.0,2.0,2.0
0.8365538840941692,0.5216330923686789,0.0,0.0,1.0,4.0
0.9048401042124854,0.29241814293716634,0.0,0.0,1.0,4.0
0.9337128740986796,0.2636190634640904,2.0,0.0,1.0,3.0
0.6931619683605211,0.27555999989202395,4.0,1.0,3.0,3.0
0.013597621960292744,0.44752049159873336,1.0,1.0,4.0,1.0
